"";"Order";"PID";"MS.SubClass";"MS.Zoning";"Lot.Frontage";"Lot.Area";"Street";"Alley";"Lot.Shape";"Land.Contour";"Utilities";"Lot.Config";"Land.Slope";"Neighborhood";"Condition.1";"Condition.2";"Bldg.Type";"House.Style";"Overall.Qual";"Overall.Cond";"Year.Built";"Year.Remod.Add";"Roof.Style";"Roof.Matl";"Exterior.1st";"Exterior.2nd";"Mas.Vnr.Type";"Mas.Vnr.Area";"Exter.Qual";"Exter.Cond";"Foundation";"Bsmt.Qual";"Bsmt.Cond";"Bsmt.Exposure";"BsmtFin.Type.1";"BsmtFin.SF.1";"BsmtFin.Type.2";"BsmtFin.SF.2";"Bsmt.Unf.SF";"Total.Bsmt.SF";"Heating";"Heating.QC";"Central.Air";"Electrical";"X1st.Flr.SF";"X2nd.Flr.SF";"Low.Qual.Fin.SF";"Gr.Liv.Area";"Bsmt.Full.Bath";"Bsmt.Half.Bath";"Full.Bath";"Half.Bath";"Bedroom.AbvGr";"Kitchen.AbvGr";"Kitchen.Qual";"TotRms.AbvGrd";"Functional";"Fireplaces";"Fireplace.Qu";"Garage.Type";"Garage.Yr.Blt";"Garage.Finish";"Garage.Cars";"Garage.Area";"Garage.Qual";"Garage.Cond";"Paved.Drive";"Wood.Deck.SF";"Open.Porch.SF";"Enclosed.Porch";"X3Ssn.Porch";"Screen.Porch";"Pool.Area";"Pool.QC";"Fence";"Misc.Feature";"Misc.Val";"Mo.Sold";"Yr.Sold";"Sale.Type";"Sale.Condition";"SalePrice"
"1059";1059;528118030;60;"RL";108;13418;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NridgHt";"Norm";"Norm";"1Fam";"2Story";9;5;2006;2006;"Hip";"CompShg";"VinylSd";"VinylSd";"BrkFace";270;"Gd";"TA";"PConc";"Ex";"TA";"Gd";"GLQ";1420;"Unf";0;430;1850;"GasA";"Ex";"Y";"SBrkr";1850;898;0;2748;1;0;2;1;4;1;"Ex";9;"Typ";1;"Gd";"BuiltIn";2006;"Fin";3;850;"TA";"TA";"Y";212;182;0;0;0;0;"NA";"NA";"NA";0;10;2008;"WD ";"Abnorml";390000
"2489";2489;532353030;20;"RL";NA;9240;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Sawyer";"Norm";"Norm";"1Fam";"1Story";5;6;1962;2002;"Hip";"CompShg";"HdBoard";"HdBoard";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"BLQ";612;"Unf";0;252;864;"GasA";"Gd";"Y";"SBrkr";1211;0;0;1211;0;0;1;0;2;1;"TA";6;"Min1";1;"TA";"Detchd";1972;"Unf";2;576;"TA";"TA";"Y";161;0;0;0;0;0;"NA";"MnPrv";"NA";0;3;2006;"WD ";"Normal";144000
"1162";1162;533208140;120;"FV";37;3435;"Pave";"Pave";"IR1";"Lvl";"AllPub";"Corner";"Gtl";"Somerst";"Norm";"Norm";"TwnhsE";"1Story";7;5;2004;2005;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"GLQ";24;"Unf";0;1211;1235;"GasA";"Ex";"Y";"SBrkr";1245;0;0;1245;0;0;2;0;1;1;"Gd";5;"Typ";0;"NA";"Attchd";2004;"RFn";2;495;"TA";"TA";"Y";0;100;0;0;0;0;"NA";"NA";"NA";0;6;2008;"WD ";"Normal";178000
"643";643;535303110;20;"RL";53;8128;"Pave";"NA";"IR1";"Lvl";"AllPub";"CulDSac";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"1Story";6;7;1954;1954;"Hip";"CompShg";"MetalSd";"MetalSd";"BrkFace";80;"TA";"TA";"CBlock";"TA";"TA";"No";"ALQ";490;"Unf";0;572;1062;"GasA";"Gd";"Y";"SBrkr";1062;0;0;1062;1;0;1;0;3;1;"TA";6;"Typ";0;"NA";"Attchd";1954;"Unf";1;297;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;2;2009;"WD ";"Normal";131000
"2476";2476;531376030;60;"RL";65;7800;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"SawyerW";"Norm";"Norm";"1Fam";"2Story";7;5;2005;2005;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";172;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;891;891;"GasA";"Ex";"Y";"SBrkr";891;795;0;1686;0;0;2;1;3;1;"Gd";8;"Typ";0;"NA";"Attchd";2005;"Fin";2;462;"TA";"TA";"Y";144;101;0;0;0;0;"NA";"NA";"NA";0;4;2006;"WD ";"Normal";184000
"2817";2817;908102020;70;"RL";67;8777;"Pave";"NA";"Reg";"Bnk";"AllPub";"Inside";"Gtl";"Edwards";"Feedr";"Norm";"1Fam";"2Story";4;6;1910;2000;"Gable";"CompShg";"Plywood";"Plywood";"None";0;"TA";"Gd";"CBlock";"Gd";"TA";"No";"Rec";173;"BLQ";337;166;676;"GasA";"Gd";"Y";"SBrkr";760;676;0;1436;1;0;2;0;3;1;"TA";6;"Min1";0;"NA";"Attchd";1950;"Unf";2;528;"TA";"TA";"Y";147;0;0;0;0;0;"NA";"NA";"Shed";420;10;2006;"WD ";"Normal";98000
"1138";1138;531376010;60;"RL";65;8366;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"SawyerW";"Norm";"Norm";"1Fam";"2Story";6;5;2004;2004;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;798;798;"GasA";"Ex";"Y";"SBrkr";798;842;0;1640;0;0;2;1;3;1;"Gd";6;"Typ";0;"NA";"Attchd";2004;"RFn";2;520;"TA";"TA";"Y";138;45;0;0;0;0;"NA";"NA";"NA";0;12;2008;"WD ";"Normal";173000
"2785";2785;907202140;20;"RL";69;9920;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"1Story";5;6;1969;1969;"Gable";"CompShg";"HdBoard";"Plywood";"None";0;"TA";"TA";"CBlock";"Gd";"TA";"Gd";"ALQ";523;"Unf";0;448;971;"GasA";"TA";"Y";"SBrkr";971;0;0;971;0;0;1;1;3;1;"TA";5;"Typ";1;"Po";"Attchd";1969;"Unf";1;300;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;5;2006;"WD ";"Normal";128500
"2807";2807;907401080;60;"RL";41;12393;"Pave";"NA";"IR2";"Lvl";"AllPub";"FR2";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"2Story";7;5;2004;2005;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;847;847;"GasA";"Ex";"Y";"SBrkr";847;1101;0;1948;0;0;2;1;4;1;"Gd";8;"Typ";1;"Gd";"BuiltIn";2004;"Fin";2;434;"TA";"TA";"Y";100;48;0;0;0;0;"NA";"NA";"NA";0;9;2006;"WD ";"Normal";195000
"789";789;905450020;20;"RL";73;9855;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"Edwards";"Norm";"Norm";"1Fam";"1Story";6;5;1956;1956;"Hip";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;1436;1436;"GasA";"Fa";"Y";"SBrkr";1689;0;0;1689;0;0;1;0;3;1;"TA";7;"Typ";1;"Gd";"Attchd";1956;"Unf";2;480;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"MnPrv";"NA";0;11;2009;"COD";"Normal";127500
"1427";1427;906412050;20;"RL";91;11778;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"CollgCr";"PosN";"Norm";"1Fam";"1Story";9;5;2008;2008;"Hip";"CompShg";"VinylSd";"VinylSd";"Stone";402;"Ex";"TA";"PConc";"Ex";"TA";"Av";"GLQ";1153;"Unf";0;598;1751;"GasA";"Ex";"Y";"SBrkr";1766;0;0;1766;1;0;2;1;3;1;"Ex";8;"Typ";2;"Gd";"Attchd";2008;"Fin";3;874;"TA";"TA";"Y";216;36;0;0;0;0;"NA";"NA";"NA";0;12;2008;"New";"Partial";395039
"2483";2483;531452210;60;"RL";NA;9019;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"SawyerW";"RRAe";"Norm";"1Fam";"2Story";6;5;1994;1994;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"TA";"PConc";"Gd";"TA";"No";"ALQ";274;"Unf";0;362;636;"GasA";"Ex";"Y";"SBrkr";636;684;0;1320;0;0;2;1;3;1;"Gd";6;"Typ";0;"NA";"Attchd";1994;"Fin";2;472;"TA";"TA";"Y";0;40;0;0;0;0;"NA";"NA";"NA";0;7;2006;"WD ";"Normal";150000
"1732";1732;528221030;60;"RL";62;8857;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"2Story";6;5;2006;2006;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;738;738;"GasA";"Ex";"Y";"SBrkr";738;757;0;1495;0;0;2;1;3;1;"Gd";7;"Typ";1;"Gd";"Attchd";2006;"RFn";2;440;"TA";"TA";"Y";100;30;0;0;0;0;"NA";"NA";"NA";0;3;2007;"New";"Partial";171925
"665";665;535383110;30;"RL";60;10800;"Pave";"Grvl";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"OldTown";"Norm";"Norm";"1Fam";"1Story";5;7;1920;1950;"Gable";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"TA";"BrkTil";"TA";"TA";"No";"Unf";0;"Unf";0;720;720;"GasA";"TA";"N";"SBrkr";846;0;0;846;0;0;1;0;2;1;"Gd";4;"Typ";0;"NA";"Detchd";1980;"Fin";2;576;"TA";"TA";"N";0;0;0;0;0;0;"NA";"NA";"NA";0;6;2009;"WD ";"Normal";106000
"2812";2812;907412010;60;"RL";89;11645;"Pave";"NA";"IR1";"Lvl";"AllPub";"Corner";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"2Story";7;5;2004;2004;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;860;860;"GasA";"Ex";"Y";"SBrkr";860;860;0;1720;0;0;2;1;3;1;"Gd";7;"Typ";0;"NA";"Attchd";2004;"RFn";2;565;"TA";"TA";"Y";0;70;0;0;0;0;"NA";"NA";"NA";0;8;2006;"WD ";"Normal";196500
"2494";2494;532378050;20;"RL";NA;13052;"Pave";"NA";"IR1";"Lvl";"AllPub";"CulDSac";"Gtl";"Sawyer";"Norm";"Norm";"1Fam";"1Story";5;6;1965;1965;"Gable";"CompShg";"HdBoard";"HdBoard";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Rec";712;"Unf";0;312;1024;"GasA";"TA";"Y";"SBrkr";1024;0;0;1024;0;0;1;1;3;1;"TA";5;"Typ";0;"NA";"Attchd";1965;"Unf";1;308;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"MnPrv";"NA";0;1;2006;"WD ";"Normal";120875
"1922";1922;535155110;20;"RL";80;9250;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"1Story";5;7;1954;2005;"Gable";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"BLQ";480;"LwQ";468;108;1056;"GasA";"TA";"Y";"SBrkr";1056;0;0;1056;0;1;1;0;3;1;"TA";6;"Typ";0;"NA";"Attchd";1954;"Unf";1;260;"TA";"TA";"Y";390;0;0;0;0;0;"NA";"NA";"NA";0;7;2007;"WD ";"Normal";139400
"2592";2592;535327210;20;"RL";70;13300;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"1Story";5;5;1956;2001;"Hip";"CompShg";"Wd Sdng";"VinylSd";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Rec";494;"Unf";0;521;1015;"GasA";"Gd";"Y";"SBrkr";1384;0;0;1384;1;0;1;0;2;1;"TA";6;"Min1";0;"NA";"Attchd";2001;"Unf";2;896;"TA";"TA";"Y";75;0;0;323;0;0;"NA";"NA";"Shed";400;6;2006;"WD ";"Normal";159000
"883";883;907414080;60;"RL";64;8633;"Pave";"NA";"Reg";"Lvl";"AllPub";"FR2";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"2Story";6;5;2005;2005;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"GLQ";193;"Unf";0;545;738;"GasA";"Ex";"Y";"SBrkr";738;738;0;1476;1;0;2;1;3;1;"Gd";7;"Typ";0;"NA";"Attchd";2005;"Fin";2;540;"TA";"TA";"Y";100;35;0;0;0;0;"NA";"NA";"NA";0;2;2009;"WD ";"Normal";173500
"476";476;528235090;60;"RL";NA;8068;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"2Story";6;5;2002;2002;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;1010;1010;"GasA";"Ex";"Y";"SBrkr";1010;1257;0;2267;0;0;2;1;4;1;"Gd";8;"Typ";1;"TA";"BuiltIn";2002;"RFn";2;390;"TA";"TA";"Y";120;46;0;0;0;0;"NA";"NA";"NA";0;12;2009;"ConLI";"Normal";200000
"348";348;527108070;20;"RL";42;14892;"Pave";"NA";"IR1";"HLS";"AllPub";"CulDSac";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"1Story";9;5;2006;2007;"Gable";"CompShg";"VinylSd";"VinylSd";"Stone";160;"Ex";"TA";"PConc";"Ex";"TA";"Gd";"GLQ";1320;"Unf";0;426;1746;"GasA";"Ex";"Y";"SBrkr";1746;0;0;1746;1;0;2;0;3;1;"Ex";7;"Typ";2;"Gd";"Attchd";2006;"Fin";3;758;"TA";"TA";"Y";201;39;0;0;0;0;"NA";"NA";"NA";0;10;2009;"WD ";"Normal";377500
"900";900;908275040;90;"RL";65;10926;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Edwards";"Norm";"Norm";"Duplex";"1Story";5;5;1959;1959;"Hip";"CompShg";"VinylSd";"VinylSd";"BrkFace";74;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;1678;1678;"GasA";"TA";"Y";"SBrkr";1678;0;0;1678;0;0;2;0;6;2;"TA";10;"Typ";0;"NA";"NA";NA;"NA";0;0;"NA";"NA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;8;2009;"WD ";"Normal";119900
"274";274;908102060;30;"RL";67;8777;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Mod";"Edwards";"Feedr";"Norm";"1Fam";"1Story";3;6;1945;2007;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"Gd";"CBlock";"NA";"NA";"NA";"NA";0;"NA";0;0;0;"GasA";"TA";"N";"SBrkr";640;0;0;640;0;0;1;0;2;1;"TA";5;"Min1";0;"NA";"Detchd";1945;"Unf";1;240;"TA";"TA";"N";0;0;0;0;0;0;"NA";"NA";"NA";0;4;2010;"ConLD";"Normal";84900
"322";322;921128020;20;"RL";89;13214;"Pave";"NA";"IR1";"HLS";"AllPub";"Inside";"Gtl";"Timber";"Norm";"Norm";"1Fam";"1Story";9;5;2008;2009;"Hip";"CompShg";"Stucco";"CmentBd";"None";0;"Ex";"TA";"PConc";"Ex";"TA";"Gd";"Unf";0;"Unf";0;2002;2002;"GasA";"Ex";"Y";"SBrkr";2018;0;0;2018;0;0;2;0;3;1;"Ex";10;"Typ";1;"Gd";"Attchd";2009;"Fin";3;746;"TA";"TA";"Y";144;76;0;0;0;0;"NA";"NA";"NA";0;5;2010;"WD ";"Normal";378500
"257";257;907125090;85;"RL";82;11105;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"SFoyer";5;5;1996;1996;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"Gd";"PConc";"Gd";"Fa";"Av";"GLQ";870;"Unf";0;0;870;"GasA";"Gd";"Y";"SBrkr";965;0;0;965;1;0;1;0;2;1;"TA";4;"Typ";0;"NA";"Attchd";1998;"Unf";2;580;"Gd";"TA";"Y";71;0;0;0;0;0;"NA";"GdPrv";"NA";0;7;2010;"WD ";"Normal";159000
"2687";2687;903425190;50;"RM";90;33120;"Pave";"NA";"IR3";"Lvl";"AllPub";"Inside";"Gtl";"OldTown";"RRAn";"Feedr";"1Fam";"1.5Fin";6;5;1962;1962;"Gable";"CompShg";"BrkFace";"Wd Sdng";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;1595;1595;"GasA";"TA";"Y";"SBrkr";1611;875;0;2486;0;0;2;0;5;1;"TA";8;"Typ";1;"Gd";"Detchd";1962;"Unf";2;576;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;10;2006;"WD ";"Normal";220000
"1049";1049;527454120;120;"RL";24;2529;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NPkVill";"Norm";"Norm";"Twnhs";"1Story";7;6;1977;1977;"Gable";"CompShg";"Plywood";"Brk Cmn";"None";0;"TA";"TA";"CBlock";"Gd";"TA";"No";"ALQ";378;"Unf";0;677;1055;"GasA";"Fa";"Y";"SBrkr";1055;0;0;1055;0;0;2;0;2;1;"TA";4;"Typ";0;"NA";"Attchd";1977;"Unf";2;440;"TA";"TA";"Y";0;38;0;0;0;0;"NA";"NA";"NA";0;9;2008;"WD ";"Normal";148500
"45";45;528150070;20;"RL";100;12919;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"NridgHt";"Norm";"Norm";"1Fam";"1Story";9;5;2009;2010;"Hip";"CompShg";"VinylSd";"VinylSd";"Stone";760;"Ex";"TA";"PConc";"Ex";"TA";"Gd";"GLQ";2188;"Unf";0;142;2330;"GasA";"Ex";"Y";"SBrkr";2364;0;0;2364;1;0;2;1;2;1;"Ex";11;"Typ";2;"Gd";"Attchd";2009;"Fin";3;820;"TA";"TA";"Y";0;67;0;0;0;0;"NA";"NA";"NA";0;3;2010;"New";"Partial";611657
"2397";2397;528144030;60;"RL";86;11065;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"NridgHt";"Norm";"Norm";"1Fam";"2Story";8;5;2006;2006;"Gable";"CompShg";"VinylSd";"VinylSd";"Stone";788;"Gd";"TA";"PConc";"Gd";"TA";"Mn";"Unf";0;"Unf";0;1085;1085;"GasA";"Ex";"Y";"SBrkr";1120;850;0;1970;0;0;2;1;3;1;"Ex";8;"Typ";1;"Gd";"BuiltIn";2006;"Fin";3;753;"TA";"TA";"Y";177;74;0;0;0;0;"NA";"NA";"NA";0;10;2006;"New";"Partial";281000
"818";818;906230030;90;"RL";NA;7976;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"SawyerW";"Feedr";"Norm";"Duplex";"2Story";7;5;2000;2000;"Hip";"CompShg";"VinylSd";"VinylSd";"BrkFace";23;"TA";"TA";"PConc";"Ex";"TA";"No";"GLQ";820;"Unf";0;348;1168;"GasA";"Ex";"Y";"SBrkr";1168;1619;0;2787;2;0;4;2;6;2;"TA";8;"Typ";2;"TA";"BuiltIn";2000;"Fin";4;820;"TA";"TA";"Y";312;0;0;0;0;0;"NA";"NA";"NA";0;10;2009;"WD ";"Normal";269500
"2379";2379;528102010;20;"RL";129;16737;"Pave";"NA";"Reg";"Lvl";"AllPub";"FR3";"Gtl";"NridgHt";"Norm";"Norm";"1Fam";"1Story";9;5;2004;2005;"Hip";"CompShg";"VinylSd";"VinylSd";"BrkFace";66;"Gd";"TA";"PConc";"Ex";"TA";"Av";"GLQ";1447;"Unf";0;533;1980;"GasA";"Ex";"Y";"SBrkr";1980;0;0;1980;1;0;2;0;3;1;"Ex";8;"Typ";1;"Gd";"Attchd";2004;"Fin";3;770;"TA";"TA";"Y";194;45;0;0;0;0;"NA";"NA";"NA";0;9;2006;"WD ";"Normal";315000
"1474";1474;907405140;60;"RL";65;8450;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"2Story";7;5;2003;2003;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";196;"Gd";"TA";"PConc";"Gd";"TA";"No";"GLQ";706;"Unf";0;150;856;"GasA";"Ex";"Y";"SBrkr";856;854;0;1710;1;0;2;1;3;1;"Gd";8;"Typ";0;"NA";"Attchd";2003;"RFn";2;548;"TA";"TA";"Y";0;61;0;0;0;0;"NA";"NA";"NA";0;2;2008;"WD ";"Normal";208500
"1233";1233;535105090;80;"RL";101;9150;"Pave";"NA";"IR1";"Lvl";"AllPub";"Corner";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"SLvl";6;5;1962;1962;"Gable";"Tar&Grv";"Plywood";"Plywood";"BrkFace";305;"TA";"TA";"CBlock";"Gd";"TA";"Gd";"GLQ";371;"Unf";0;728;1099;"GasA";"Gd";"Y";"SBrkr";1431;0;0;1431;0;1;1;0;3;1;"TA";6;"Typ";1;"Gd";"Basment";1962;"RFn";1;296;"TA";"TA";"Y";64;110;0;0;0;0;"NA";"NA";"NA";0;12;2008;"WD ";"Normal";165000
"1379";1379;905103030;80;"RL";80;13014;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Sawyer";"Norm";"Norm";"1Fam";"SLvl";6;5;1978;1978;"Gable";"CompShg";"HdBoard";"Plywood";"BrkFace";39;"TA";"TA";"CBlock";"TA";"TA";"Av";"ALQ";528;"Unf";0;480;1008;"GasA";"TA";"Y";"SBrkr";1096;0;0;1096;1;0;1;0;3;1;"TA";6;"Typ";1;"Fa";"Attchd";1978;"Unf";2;484;"TA";"TA";"Y";168;0;0;0;0;0;"NA";"NA";"NA";0;12;2008;"WD ";"Normal";157500
"2182";2182;908154205;60;"RL";130;40094;"Pave";"NA";"IR1";"Bnk";"AllPub";"Inside";"Gtl";"Edwards";"PosN";"PosN";"1Fam";"2Story";10;5;2007;2008;"Hip";"CompShg";"CemntBd";"CmentBd";"Stone";762;"Ex";"TA";"PConc";"Ex";"TA";"Gd";"GLQ";2260;"Unf";0;878;3138;"GasA";"Ex";"Y";"SBrkr";3138;1538;0;4676;1;0;3;1;3;1;"Ex";11;"Typ";1;"Gd";"BuiltIn";2007;"Fin";3;884;"TA";"TA";"Y";208;406;0;0;0;0;"NA";"NA";"NA";0;10;2007;"New";"Partial";184750
"297";297;909428280;20;"RL";100;17500;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Crawfor";"PosA";"Norm";"1Fam";"1Story";7;8;1959;2002;"Gable";"CompShg";"BrkFace";"HdBoard";"None";0;"Gd";"Gd";"PConc";"Gd";"TA";"Av";"GLQ";1406;"Unf";0;496;1902;"GasA";"TA";"Y";"SBrkr";1902;0;0;1902;1;0;2;0;3;1;"Ex";7;"Typ";2;"TA";"Attchd";1959;"Fin";2;567;"TA";"TA";"Y";0;207;162;0;0;0;"NA";"NA";"NA";0;5;2010;"WD ";"Normal";335000
"1802";1802;528480020;60;"FV";84;10207;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Somerst";"Norm";"Norm";"1Fam";"2Story";7;6;2007;2007;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;874;874;"GasA";"Ex";"Y";"SBrkr";874;887;0;1761;0;0;3;0;3;1;"Gd";7;"Typ";0;"NA";"Attchd";2007;"Fin";2;578;"TA";"TA";"Y";144;105;0;0;0;0;"NA";"NA";"NA";0;8;2007;"New";"Partial";227875
"180";180;902206220;50;"RM";69;11851;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"OldTown";"Artery";"Norm";"1Fam";"1.5Fin";5;7;1948;2009;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"Gd";"BrkTil";"TA";"TA";"No";"BLQ";780;"Unf";0;247;1027;"GasA";"Ex";"Y";"SBrkr";1027;606;0;1633;0;0;1;0;3;1;"Gd";7;"Typ";1;"Gd";"Detchd";1948;"Unf";1;240;"TA";"TA";"Y";0;100;126;0;0;0;"NA";"NA";"NA";0;6;2010;"WD ";"Normal";129000
"1508";1508;908250090;20;"RL";68;9520;"Pave";"NA";"Reg";"Bnk";"AllPub";"Inside";"Mod";"Edwards";"Norm";"Norm";"1Fam";"1Story";4;5;1953;1953;"Gable";"CompShg";"MetalSd";"MetalSd";"Stone";115;"TA";"TA";"CBlock";"Gd";"TA";"No";"Rec";767;"Unf";0;144;911;"GasA";"TA";"Y";"SBrkr";930;0;0;930;0;0;1;0;2;1;"TA";5;"Typ";0;"NA";"Attchd";1953;"RFn";1;286;"TA";"TA";"Y";134;0;0;0;0;0;"NA";"MnPrv";"Gar2";3000;5;2008;"WD ";"Normal";99000
"2214";2214;909275310;70;"RL";86;22420;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Crawfor";"Feedr";"Norm";"1Fam";"2Story";6;6;1918;1950;"Hip";"CompShg";"Wd Sdng";"Stucco";"None";0;"TA";"TA";"BrkTil";"Gd";"TA";"No";"BLQ";1128;"Unf";0;242;1370;"GasW";"TA";"N";"FuseA";1370;1254;0;2624;1;0;2;1;4;1;"TA";10;"Typ";1;"Gd";"Detchd";1918;"Unf";3;864;"TA";"TA";"N";0;0;0;0;0;0;"NA";"NA";"NA";0;11;2007;"WD ";"Normal";239000
"996";996;527106150;60;"RL";59;9042;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"2Story";6;5;1998;1998;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"TA";"PConc";"Gd";"TA";"Gd";"GLQ";828;"Unf";0;115;943;"GasA";"Gd";"Y";"SBrkr";943;695;0;1638;1;0;2;1;3;1;"TA";7;"Typ";2;"TA";"Attchd";1998;"Fin";2;472;"TA";"TA";"Y";100;38;0;0;0;0;"NA";"NA";"NA";0;7;2008;"WD ";"Normal";192000
"1065";1065;528166120;60;"RL";110;13688;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"NridgHt";"Norm";"Norm";"1Fam";"2Story";9;5;2003;2004;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";664;"Gd";"TA";"PConc";"Ex";"TA";"Av";"GLQ";1016;"Unf";0;556;1572;"GasA";"Ex";"Y";"SBrkr";1572;1096;0;2668;1;0;2;1;3;1;"Ex";10;"Typ";2;"Gd";"BuiltIn";2003;"Fin";3;726;"TA";"TA";"Y";400;0;0;0;0;0;"NA";"NA";"NA";0;3;2008;"WD ";"Normal";412500
